season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,hour,day,month
1,0,1,1,6.56,9.85,74,6.0032,2,2,5,1
1,0,1,1,9.84,11.365,48,15.0013,2,4,5,1
1,0,1,1,9.02,11.365,47,11.0014,3,5,5,1
1,0,1,1,8.2,9.85,47,15.0013,33,6,5,1
1,0,1,1,7.38,9.09,43,12.998,88,7,5,1
1,0,1,1,8.2,9.09,40,19.9995,195,8,5,1
1,0,1,1,9.02,9.85,37,22.0028,115,9,5,1
1,0,1,1,9.02,9.85,37,22.0028,57,10,5,1
1,0,1,1,10.66,11.365,33,22.0028,46,11,5,1
1,0,1,1,10.66,11.365,33,22.0028,79,12,5,1
1,0,1,1,11.48,12.88,30,19.9995,71,13,5,1
1,0,1,1,12.3,14.395,28,12.998,62,14,5,1
1,0,1,1,12.3,14.395,28,12.998,62,15,5,1
1,0,1,1,12.3,15.91,28,6.0032,89,16,5,1
1,0,1,1,9.84,11.365,38,12.998,190,17,5,1
1,0,1,1,9.84,12.12,38,8.9981,169,18,5,1
1,0,1,1,9.84,12.88,38,7.0015,132,19,5,1
1,0,1,1,9.02,11.365,47,11.0014,89,20,5,1
1,0,1,1,8.2,9.85,51,12.998,43,21,5,1
1,0,1,1,7.38,9.85,55,8.9981,42,22,5,1
1,0,1,1,8.2,12.88,47,0.0,19,23,5,1
1,0,1,1,7.38,12.12,55,0.0,11,0,6,1
1,0,1,1,6.56,11.365,64,0.0,4,1,6,1
1,0,1,1,6.56,11.365,64,0.0,2,2,6,1
1,0,1,2,6.56,9.85,64,6.0032,1,4,6,1
1,0,1,2,5.74,9.09,69,6.0032,4,5,6,1
1,0,1,2,5.74,8.335,63,7.0015,36,6,6,1
1,0,1,2,6.56,11.365,59,0.0,95,7,6,1
1,0,1,1,6.56,11.365,59,0.0,219,8,6,1
1,0,1,2,7.38,12.12,51,0.0,122,9,6,1
1,0,1,1,8.2,12.88,47,0.0,45,10,6,1
1,0,1,1,9.02,12.88,44,6.0032,59,11,6,1
1,0,1,1,10.66,14.395,35,0.0,84,12,6,1
1,0,1,1,10.66,13.635,35,7.0015,67,13,6,1
1,0,1,1,11.48,13.635,36,11.0014,70,14,6,1
1,0,1,1,11.48,13.635,36,0.0,62,15,6,1
1,0,1,1,10.66,12.88,38,11.0014,86,16,6,1
1,0,1,1,9.02,11.365,51,11.0014,172,17,6,1
1,0,1,1,9.02,11.365,51,8.9981,163,18,6,1
1,0,1,1,9.02,12.88,55,6.0032,112,19,6,1
1,0,1,1,8.2,10.605,51,11.0014,69,20,6,1
1,0,1,2,9.02,10.605,55,15.0013,48,21,6,1
1,0,1,2,9.02,10.605,51,19.0012,52,22,6,1
1,0,1,2,8.2,9.85,59,12.998,23,23,6,1
1,0,1,2,8.2,9.85,64,12.998,17,0,7,1
1,0,1,2,8.2,9.85,69,15.0013,7,1,7,1
1,0,1,2,8.2,9.85,69,15.0013,1,2,7,1
1,0,1,2,8.2,10.605,69,8.9981,1,4,7,1
1,0,1,3,9.02,13.635,55,0.0,5,5,7,1
1,0,1,2,8.2,12.88,69,0.0,34,6,7,1
1,0,1,1,8.2,10.605,69,8.9981,84,7,7,1
1,0,1,1,8.2,9.85,51,16.9979,210,8,7,1
1,0,1,1,8.2,9.09,47,19.9995,134,9,7,1
1,0,1,1,9.02,9.85,37,22.0028,63,10,7,1
1,0,1,2,8.2,9.85,40,15.0013,67,11,7,1
1,0,1,2,8.2,9.85,37,16.9979,59,12,7,1
1,0,1,2,8.2,9.09,37,19.0012,73,13,7,1
1,0,1,2,8.2,9.85,40,16.9979,50,14,7,1
1,0,1,2,8.2,10.605,37,11.0014,72,15,7,1
1,0,1,2,8.2,10.605,37,11.0014,87,16,7,1
1,0,1,2,8.2,12.88,37,0.0,187,17,7,1
1,0,1,1,8.2,11.365,40,6.0032,123,18,7,1
1,0,1,1,6.56,9.85,55,6.0032,95,19,7,1
1,0,1,1,7.38,10.605,47,7.0015,51,20,7,1
1,0,1,1,7.38,9.85,47,8.9981,39,21,7,1
1,0,1,2,7.38,9.85,43,11.0014,36,22,7,1
1,0,1,2,7.38,9.85,51,11.0014,15,23,7,1
1,0,0,2,7.38,9.85,51,11.0014,25,0,8,1
1,0,0,2,7.38,10.605,55,6.0032,16,1,8,1
1,0,0,2,7.38,12.12,55,0.0,16,2,8,1
1,0,0,3,7.38,9.85,55,11.0014,7,3,8,1
1,0,0,3,7.38,9.85,55,11.0014,1,4,8,1
1,0,0,2,6.56,8.335,74,11.0014,5,5,8,1
1,0,0,2,6.56,8.335,74,11.0014,2,6,8,1
1,0,0,2,6.56,9.09,74,7.0015,9,7,8,1
1,0,0,3,6.56,9.09,93,7.0015,15,8,8,1
1,0,0,3,6.56,9.09,93,7.0015,20,9,8,1
1,0,0,2,7.38,9.85,80,11.0014,61,10,8,1
1,0,0,2,8.2,9.09,69,26.0027,62,11,8,1
1,0,0,2,8.2,9.09,59,23.9994,98,12,8,1
1,0,0,1,8.2,9.09,44,22.0028,102,13,8,1
1,0,0,1,8.2,8.335,32,32.9975,95,14,8,1
1,0,0,1,8.2,8.335,32,30.0026,74,15,8,1
1,0,0,1,7.38,6.82,29,30.0026,76,16,8,1
1,0,0,1,6.56,6.06,37,36.9974,69,17,8,1
1,0,0,1,5.74,6.06,39,19.9995,55,18,8,1
1,0,0,1,5.74,6.06,36,16.9979,30,19,8,1
1,0,0,1,4.92,6.06,36,16.9979,28,20,8,1
1,0,0,1,4.92,5.305,39,23.9994,37,21,8,1
1,0,0,1,4.92,5.305,36,26.0027,34,22,8,1
1,0,0,1,4.1,3.03,39,30.0026,22,23,8,1
1,0,0,1,4.1,3.79,42,26.0027,25,0,9,1
1,0,0,1,4.1,3.03,42,31.0009,12,1,9,1
1,0,0,1,4.1,3.03,46,31.0009,11,2,9,1
1,0,0,1,4.1,3.79,46,27.9993,4,3,9,1
1,0,0,1,3.28,4.545,53,12.998,1,4,9,1
1,0,0,1,3.28,4.545,53,12.998,1,5,9,1
1,0,0,1,4.1,4.545,49,19.0012,1,6,9,1
1,0,0,1,3.28,4.545,53,12.998,6,7,9,1
1,0,0,1,4.1,4.545,49,19.0012,10,8,9,1
1,0,0,1,4.92,3.79,46,35.0008,19,9,9,1
1,0,0,1,5.74,5.305,43,26.0027,49,10,9,1
1,0,0,1,6.56,6.06,40,35.0008,49,11,9,1
1,0,0,1,7.38,6.82,37,30.0026,83,12,9,1
1,0,0,1,8.2,8.335,34,30.0026,75,13,9,1
1,0,0,1,9.02,9.09,32,31.0009,72,14,9,1
1,0,0,1,9.02,9.85,35,23.9994,82,15,9,1
1,0,0,1,8.2,8.335,34,30.0026,92,16,9,1
1,0,0,1,7.38,7.575,37,26.0027,62,17,9,1
1,0,0,1,6.56,6.82,40,22.0028,48,18,9,1
1,0,0,1,6.56,6.82,43,22.0028,41,19,9,1
1,0,0,1,5.74,6.06,46,16.9979,38,20,9,1
1,0,0,1,5.74,5.305,46,27.9993,20,21,9,1
1,0,0,1,5.74,6.06,46,19.9995,15,22,9,1
1,0,0,1,4.92,6.82,50,12.998,6,23,9,1
1,0,1,1,4.92,6.06,50,19.0012,5,0,10,1
1,0,1,1,4.92,6.06,50,19.0012,1,1,10,1
1,0,1,1,4.92,6.06,50,15.0013,3,2,10,1
1,0,1,1,4.92,6.06,50,15.0013,1,3,10,1
1,0,1,1,4.1,6.06,54,8.9981,3,4,10,1
1,0,1,1,4.1,5.305,54,16.9979,3,5,10,1
1,0,1,1,4.92,6.06,50,19.0012,31,6,10,1
1,0,1,1,4.92,6.06,50,15.0013,77,7,10,1
1,0,1,2,4.92,6.06,50,19.0012,188,8,10,1
1,0,1,2,5.74,6.06,50,16.9979,94,9,10,1
1,0,1,2,5.74,6.06,50,19.9995,31,10,10,1
1,0,1,2,6.56,6.82,47,19.0012,30,11,10,1
1,0,1,2,8.2,9.09,40,19.0012,52,12,10,1
1,0,1,2,8.2,9.09,40,19.0012,54,13,10,1
1,0,1,2,8.2,9.85,40,15.0013,47,14,10,1
1,0,1,2,8.2,9.85,40,15.0013,45,15,10,1
1,0,1,1,8.2,10.605,40,8.9981,74,16,10,1
1,0,1,1,8.2,11.365,40,7.0015,178,17,10,1
1,0,1,1,8.2,9.85,40,15.0013,155,18,10,1
1,0,1,1,6.56,8.335,47,11.0014,95,19,10,1
1,0,1,1,6.56,8.335,50,11.0014,74,20,10,1
1,0,1,1,5.74,6.82,59,12.998,38,21,10,1
1,0,1,1,5.74,7.575,59,11.0014,24,22,10,1
1,0,1,1,5.74,7.575,59,11.0014,18,23,10,1
1,0,1,1,5.74,8.335,59,7.0015,12,0,11,1
1,0,1,1,5.74,7.575,59,11.0014,3,1,11,1
1,0,1,2,6.56,7.575,55,12.998,3,2,11,1
1,0,1,2,6.56,9.09,55,8.9981,6,5,11,1
1,0,1,2,6.56,9.09,55,8.9981,27,6,11,1
1,0,1,2,6.56,11.365,55,0.0,99,7,11,1
1,0,1,2,7.38,10.605,51,6.0032,217,8,11,1
1,0,1,2,7.38,9.85,51,11.0014,130,9,11,1
1,0,1,2,8.2,10.605,51,11.0014,54,10,11,1
1,0,1,2,8.2,10.605,47,8.9981,35,11,11,1
1,0,1,2,8.2,11.365,51,7.0015,57,12,11,1
1,0,1,2,8.2,11.365,59,6.0032,52,13,11,1
1,0,1,2,8.2,11.365,59,6.0032,63,14,11,1
1,0,1,2,6.56,9.85,80,6.0032,47,15,11,1
1,0,1,2,6.56,7.575,86,15.0013,76,16,11,1
1,0,1,2,6.56,7.575,86,15.0013,136,17,11,1
1,0,1,3,6.56,9.09,93,7.0015,95,18,11,1
1,0,1,3,6.56,11.365,93,0.0,51,19,11,1
1,0,1,3,6.56,7.575,93,12.998,32,20,11,1
1,0,1,3,6.56,9.85,86,6.0032,20,21,11,1
1,0,1,3,6.56,9.09,93,7.0015,29,22,11,1
1,0,1,3,6.56,9.85,93,6.0032,19,23,11,1
1,0,1,2,6.56,9.85,86,6.0032,7,0,12,1
1,0,1,2,6.56,9.09,86,7.0015,6,1,12,1
1,0,1,1,5.74,7.575,86,8.9981,1,2,12,1
1,0,1,1,5.74,7.575,86,11.0014,5,5,12,1
1,0,1,1,4.92,7.575,93,8.9981,16,6,12,1
1,0,1,1,5.74,7.575,69,8.9981,54,7,12,1
1,0,1,1,6.56,8.335,59,11.0014,128,8,12,1
1,0,1,1,6.56,6.82,59,22.0028,81,9,12,1
1,0,1,1,7.38,9.09,55,15.0013,39,10,12,1
1,0,1,1,8.2,9.09,51,26.0027,35,11,12,1
1,0,1,1,8.2,7.575,47,39.0007,55,12,12,1
1,0,1,1,9.02,9.85,44,23.9994,49,13,12,1
1,0,1,1,8.2,9.09,47,22.0028,44,14,12,1
1,0,1,1,8.2,8.335,47,27.9993,49,15,12,1
1,0,1,1,9.02,9.85,44,22.0028,68,16,12,1
1,0,1,1,8.2,9.09,47,23.9994,139,17,12,1
1,0,1,1,8.2,7.575,47,35.0008,137,18,12,1
1,0,1,1,7.38,7.575,47,27.9993,83,19,12,1
1,0,1,1,6.56,6.82,50,22.0028,56,20,12,1
1,0,1,1,6.56,6.82,55,22.0028,57,21,12,1
1,0,1,1,6.56,6.06,55,30.0026,33,22,12,1
1,0,1,1,5.74,5.305,59,27.9993,20,23,12,1
1,0,1,1,5.74,6.06,59,19.0012,7,0,13,1
1,0,1,1,5.74,6.06,50,19.0012,2,1,13,1
1,0,1,1,5.74,6.06,50,23.9994,2,2,13,1
1,0,1,1,5.74,6.06,50,22.0028,3,3,13,1
1,0,1,1,5.74,6.06,50,16.9979,4,4,13,1
1,0,1,1,5.74,6.06,50,19.9995,3,5,13,1
1,0,1,1,4.92,7.575,54,8.9981,28,6,13,1
1,0,1,1,4.92,7.575,54,8.9981,72,7,13,1
1,0,1,1,5.74,6.82,50,12.998,202,8,13,1
1,0,1,1,5.74,6.06,50,22.0028,139,9,13,1
1,0,1,2,6.56,6.82,50,23.9994,38,10,13,1
1,0,1,2,8.2,8.335,44,30.0026,37,11,13,1
1,0,1,1,8.2,8.335,44,27.9993,52,12,13,1
1,0,1,1,9.02,9.85,41,30.0026,83,13,13,1
1,0,1,1,9.02,9.85,41,26.0027,42,14,13,1
1,0,1,1,9.84,10.605,38,19.9995,60,15,13,1
1,0,1,1,9.84,10.605,38,23.9994,78,16,13,1
1,0,1,1,8.2,9.09,40,19.0012,162,17,13,1
1,0,1,1,8.2,9.09,40,22.0028,144,18,13,1
1,0,1,1,6.56,7.575,47,16.9979,99,19,13,1
1,0,1,1,6.56,7.575,47,15.0013,64,20,13,1
1,0,1,1,5.74,6.06,46,19.9995,40,21,13,1
1,0,1,1,5.74,6.06,46,22.0028,30,22,13,1
1,0,1,1,4.92,6.82,50,12.998,15,23,13,1
1,0,1,1,4.92,6.82,50,12.998,14,0,14,1
1,0,1,1,4.1,6.06,54,11.0014,5,1,14,1
1,0,1,1,4.1,6.06,54,8.9981,1,2,14,1
1,0,1,1,4.1,6.82,54,7.0015,1,3,14,1
1,0,1,1,4.1,6.82,54,6.0032,8,5,14,1
1,0,1,1,4.1,9.09,54,0.0,17,6,14,1
1,0,1,1,4.1,6.06,74,11.0014,70,7,14,1
1,0,1,1,4.92,8.335,68,0.0,158,8,14,1
1,0,1,1,5.74,7.575,69,8.9981,117,9,14,1
1,0,1,1,7.38,9.09,55,12.998,44,10,14,1
1,0,1,1,7.38,8.335,51,19.0012,53,11,14,1
1,0,1,1,8.2,9.85,44,16.9979,61,12,14,1
1,0,1,1,9.02,9.85,37,26.0027,77,13,14,1
1,0,1,1,9.02,10.605,41,19.0012,64,14,14,1
1,0,1,1,9.84,12.12,38,11.0014,68,15,14,1
1,0,1,1,9.02,12.12,41,7.0015,90,16,14,1
1,0,1,1,9.02,11.365,41,11.0014,159,17,14,1
1,0,1,1,8.2,12.88,47,0.0,139,18,14,1
1,0,1,1,6.56,9.85,59,6.0032,92,19,14,1
1,0,1,1,7.38,12.12,59,0.0,68,20,14,1
1,0,1,1,6.56,11.365,69,0.0,52,21,14,1
1,0,1,2,6.56,11.365,69,0.0,36,22,14,1
1,0,1,2,7.38,12.12,55,0.0,27,23,14,1
1,0,0,1,7.38,12.12,55,0.0,28,0,15,1
1,0,0,2,6.56,9.85,59,6.0032,20,1,15,1
1,0,0,2,6.56,9.85,59,6.0032,12,2,15,1
1,0,0,2,6.56,11.365,59,0.0,8,3,15,1
1,0,0,2,6.56,11.365,59,0.0,5,4,15,1
1,0,0,1,6.56,11.365,59,0.0,1,5,15,1
1,0,0,1,5.74,8.335,63,7.0015,3,6,15,1
1,0,0,1,5.74,10.605,63,0.0,10,7,15,1
1,0,0,1,5.74,7.575,63,8.9981,23,8,15,1
1,0,0,1,6.56,9.09,64,8.9981,33,9,15,1
1,0,0,1,7.38,9.85,59,11.0014,59,10,15,1
1,0,0,1,8.2,9.85,55,15.0013,72,11,15,1
1,0,0,1,9.84,11.365,48,15.0013,89,12,15,1
1,0,0,1,11.48,12.88,38,19.9995,101,13,15,1
1,0,0,1,12.3,14.395,39,19.0012,118,14,15,1
1,0,0,2,13.12,15.91,36,12.998,129,15,15,1
1,0,0,2,13.94,16.665,34,12.998,128,16,15,1
1,0,0,2,13.12,15.15,36,19.0012,83,17,15,1
1,0,0,2,12.3,14.395,45,16.9979,84,18,15,1
1,0,0,2,13.12,15.15,39,16.9979,74,19,15,1
1,0,0,2,13.12,15.15,39,16.9979,41,20,15,1
1,0,0,2,13.12,15.15,39,15.0013,57,21,15,1
1,0,0,2,12.3,15.91,42,7.0015,26,22,15,1
1,0,0,1,12.3,14.395,45,19.0012,44,23,15,1
1,0,0,1,10.66,15.15,56,0.0,39,0,16,1
1,0,0,1,10.66,13.635,56,8.9981,23,1,16,1
1,0,0,1,10.66,14.395,56,6.0032,16,2,16,1
1,0,0,1,9.02,13.635,69,0.0,15,3,16,1
1,0,0,1,10.66,12.88,56,11.0014,1,4,16,1
1,0,0,2,10.66,12.88,56,11.0014,2,5,16,1
1,0,0,2,10.66,12.88,56,11.0014,1,6,16,1
1,0,0,2,9.84,10.605,56,19.9995,3,7,16,1
1,0,0,1,9.02,10.605,55,19.0012,18,8,16,1
1,0,0,1,9.02,10.605,51,16.9979,32,9,16,1
1,0,0,1,9.02,10.605,51,19.0012,79,10,16,1
1,0,0,1,9.84,11.365,44,16.9979,93,11,16,1
1,0,0,1,9.84,10.605,41,19.0012,104,12,16,1
1,0,0,1,10.66,11.365,35,19.9995,118,13,16,1
1,0,0,1,11.48,13.635,36,16.9979,91,14,16,1
1,0,0,1,10.66,12.12,38,16.9979,113,15,16,1
1,0,0,1,9.84,11.365,38,15.0013,99,16,16,1
1,0,0,1,9.02,10.605,37,16.9979,105,17,16,1
1,0,0,1,8.2,10.605,40,11.0014,67,18,16,1
1,0,0,1,7.38,9.85,47,8.9981,61,19,16,1
1,0,0,1,7.38,9.85,47,11.0014,57,20,16,1
1,0,0,1,7.38,9.85,51,11.0014,28,21,16,1
1,0,0,2,8.2,10.605,49,8.9981,21,22,16,1
1,0,0,2,8.2,11.365,40,7.0015,18,23,16,1
1,1,0,2,8.2,9.85,47,15.0013,17,0,17,1
1,1,0,2,8.2,9.85,44,12.998,16,1,17,1
1,1,0,2,7.38,8.335,43,16.9979,8,2,17,1
1,1,0,2,7.38,9.09,43,12.998,2,3,17,1
1,1,0,2,7.38,9.85,43,8.9981,3,4,17,1
1,1,0,2,7.38,9.85,43,11.0014,1,5,17,1
1,1,0,2,7.38,9.09,43,12.998,5,6,17,1
1,1,0,2,6.56,9.09,50,8.9981,13,7,17,1
1,1,0,2,6.56,7.575,47,15.0013,33,8,17,1
1,1,0,2,6.56,7.575,47,15.0013,47,9,17,1
1,1,0,2,6.56,7.575,50,16.9979,57,10,17,1
1,1,0,2,6.56,7.575,55,12.998,64,11,17,1
1,1,0,2,7.38,9.85,47,8.9981,80,12,17,1
1,1,0,2,7.38,9.85,47,8.9981,93,13,17,1
1,1,0,2,7.38,10.605,43,7.0015,86,14,17,1
1,1,0,2,8.2,10.605,47,11.0014,93,15,17,1
1,1,0,2,8.2,10.605,47,11.0014,82,16,17,1
1,1,0,1,8.2,9.85,51,12.998,71,17,17,1
1,1,0,2,7.38,8.335,55,16.9979,92,18,17,1
1,1,0,3,7.38,9.09,59,12.998,60,19,17,1
1,1,0,3,6.56,7.575,80,12.998,33,20,17,1
1,1,0,3,6.56,7.575,80,12.998,27,21,17,1
1,1,0,3,5.74,6.06,93,16.9979,13,22,17,1
1,1,0,3,6.56,6.82,86,19.0012,4,23,17,1
1,0,1,2,8.2,9.09,86,22.0028,3,12,18,1
1,0,1,2,8.2,9.85,86,15.0013,22,13,18,1
1,0,1,2,9.02,11.365,80,11.0014,28,14,18,1
1,0,1,2,9.02,11.365,87,11.0014,35,15,18,1
1,0,1,2,9.02,11.365,87,12.998,61,16,18,1
1,0,1,2,9.02,11.365,82,12.998,125,17,18,1
1,0,1,2,9.02,11.365,80,11.0014,133,18,18,1
1,0,1,2,9.02,11.365,80,8.9981,99,19,18,1
1,0,1,2,9.02,13.635,87,0.0,83,20,18,1
1,0,1,2,9.02,12.12,93,7.0015,41,21,18,1
1,0,1,2,9.02,12.88,93,6.0032,33,22,18,1
1,0,1,2,9.02,13.635,93,0.0,20,23,18,1
1,0,1,2,9.02,13.635,93,0.0,3,0,19,1
1,0,1,3,9.02,11.365,93,8.9981,7,1,19,1
1,0,1,3,9.02,11.365,93,8.9981,3,2,19,1
1,0,1,3,9.02,11.365,93,8.9981,2,4,19,1
1,0,1,2,9.02,12.88,93,6.0032,7,5,19,1
1,0,1,2,9.02,12.88,93,6.0032,32,6,19,1
1,0,1,2,9.84,12.88,92,7.0015,90,7,19,1
1,0,1,2,9.84,12.88,93,7.0015,197,8,19,1
1,0,1,2,9.84,12.88,93,7.0015,109,9,19,1
1,0,1,2,10.66,13.635,93,8.9981,47,10,19,1
1,0,1,2,11.48,15.15,87,6.0032,52,11,19,1
1,0,1,2,12.3,15.91,81,6.0032,70,12,19,1
1,0,1,1,16.4,20.455,62,19.0012,78,13,19,1
1,0,1,1,16.4,20.455,58,16.9979,75,14,19,1
1,0,1,1,16.4,20.455,54,19.0012,82,15,19,1
1,0,1,1,15.58,19.695,58,26.0027,104,16,19,1
1,0,1,1,14.76,16.665,57,22.0028,197,17,19,1
1,0,1,1,13.94,15.91,61,19.0012,161,18,19,1
1,0,1,1,13.12,14.395,57,27.9993,112,19,19,1
1,0,1,1,13.12,15.15,49,19.9995,76,20,19,1
1,0,1,1,13.12,14.395,49,27.9993,59,21,19,1
1,0,1,1,12.3,15.15,52,11.0014,59,22,19,1
1,0,1,1,12.3,13.635,52,31.0009,28,23,19,1
1,0,1,2,6.56,9.09,64,7.0015,8,0,1,2
1,0,1,2,6.56,9.09,69,7.0015,3,1,1,2
1,0,1,2,6.56,11.365,69,0.0,2,2,1,2
1,0,1,2,6.56,11.365,69,0.0,2,3,1,2
1,0,1,3,5.74,10.605,93,0.0,3,5,1,2
1,0,1,3,5.74,10.605,93,0.0,22,6,1,2
1,0,1,3,6.56,11.365,93,0.0,52,7,1,2
1,0,1,3,6.56,11.365,93,0.0,135,8,1,2
1,0,1,2,6.56,11.365,93,0.0,116,9,1,2
1,0,1,2,6.56,11.365,93,0.0,47,10,1,2
1,0,1,2,7.38,12.12,86,0.0,51,11,1,2
1,0,1,2,8.2,12.88,86,0.0,55,12,1,2
1,0,1,2,8.2,12.88,86,0.0,52,13,1,2
1,0,1,2,9.02,12.88,80,6.0032,54,14,1,2
1,0,1,2,9.84,14.395,75,0.0,52,15,1,2
1,0,1,2,9.84,12.12,75,8.9981,64,16,1,2
1,0,1,2,9.84,14.395,75,0.0,176,17,1,2
1,0,1,2,9.84,12.88,81,7.0015,168,18,1,2
1,0,1,2,9.84,12.12,81,8.9981,108,19,1,2
1,0,1,2,9.02,11.365,87,8.9981,74,20,1,2
1,0,1,2,9.02,11.365,87,8.9981,64,21,1,2
