datesold,price,building_year,bedrooms,postcode,area
03-August-2016,515400,1977,3,2615,Higgins
03-August-2016,767500,1988,4,2913,Ngunnawal
03-December-2016,664900,1988,3,2913,Palmerston
03-December-2016,476800,1916,3,2903,Wanniassa
03-December-2016,513600,1998,3,2615,Holt
03-December-2016,528900,1977,4,2615,Kippax Centre
03-December-2016,533800,1978,3,2615,Dunlop
03-December-2016,587500,1918,3,2913,Ngunnawal
03-December-2016,673900,1925,4,2914,Bonner
03-December-2016,674400,1992,3,2607,Mawson
03-December-2016,688300,1966,4,2614,Aranda
03-December-2016,706900,1994,3,2607,Pearce
03-December-2016,487300,1968,3,2614,Hawker
03-December-2016,723200,1991,3,2602,Watson
03-December-2016,749600,1990,3,2602,O'connor
03-December-2016,875500,1910,4,2914,Forde
03-December-2016,891900,1996,5,2913,Ngunnawal
03-December-2016,941900,1966,4,2603,Manuka
03-December-2016,1055000,1996,4,2606,Lyons
03-December-2016,1090300,1984,3,2602,Ainslie
03-December-2016,1188000,1998,5,2602,O'connor
03-December-2016,1322900,2004,5,2607,Torrens
03-December-2016,1353500,1976,3,2603,Red Hill
03-December-2016,761400,1990,4,2913,Ginninderra Village
03-December-2016,455000,1988,3,2615,Florey
03-December-2016,718700,2001,4,2914,Amaroo
03-December-2016,443300,1950,2,2905,Chisholm
03-February-2016,495600,1987,3,2905,Gilmore
03-February-2016,731200,1994,4,2607,Torrens
03-February-2016,800300,1998,4,2607,Pearce
03-February-2016,953900,1973,5,2614,Page
03-February-2016,430700,1983,2,2614,Aranda
03-February-2016,644100,1979,4,2903,Oxley
03-February-2016,544800,1988,4,2913,Ngunnawal
03-February-2016,548100,1988,3,2913,Palmerston
03-February-2016,422700,1954,4,2902,Kambah
03-February-2016,461000,1926,4,2902,Kambah
03-June-2016,582400,1967,4,2914,Bonner
03-June-2016,448800,1977,3,2602,O'connor
03-June-2016,411000,1985,3,2913,Ginninderra Village
03-June-2016,417850,1977,3,2615,Flynn
03-June-2016,419700,1987,1,2601,Canberra
03-March-2016,386500,1992,3,2905,Gilmore
03-March-2016,409000,1969,3,2906,Conder
03-March-2016,420500,1994,3,2913,Ngunnawal
03-March-2016,408200,1978,2,2614,Macquarie
03-March-2016,456500,1976,3,2615,Higgins
03-March-2016,463600,1926,4,2617,Belconnen Dc
03-March-2016,361200,2005,3,2913,Franklin
03-March-2016,523100,1955,3,2615,Dunlop
03-March-2016,538500,1964,2,2611,Duffy
03-March-2016,546400,1977,3,2611,Uriarra
03-March-2016,644300,2014,4,2615,Melba
03-March-2016,690600,1994,3,2606,Woden
03-March-2016,1191100,1951,4,2612,Braddon
03-March-2016,823100,1969,3,2602,Downer
03-May-2016,441900,1978,3,2905,Gilmore
03-May-2016,534000,1988,2,2611,Weston
03-May-2016,862300,1905,3,2605,Curtin
03-May-2016,683800,1998,5,2911,Crace
03-May-2016,581500,1990,4,2913,Franklin
03-May-2016,414700,1976,3,2615,Charnwood
03-May-2016,400300,1903,3,2914,Amaroo
03-May-2016,484900,1977,3,2905,Bonython
03-May-2016,258000,1942,2,2607,Torrens
03-May-2016,641600,1954,4,2902,Kambah
03-May-2016,358100,1977,3,2615,Charnwood
03-November-2016,717700,1926,4,2912,Administrative
03-November-2016,643500,1977,4,2906,Banks
03-November-2016,658900,1925,4,2914,Harrison
03-November-2016,624300,1928,4,2914,Amaroo
03-November-2016,674200,1990,4,2913,Franklin
03-November-2016,524800,2014,3,2617,Bruce
03-November-2016,530600,2007,3,2914,Bonner
03-November-2016,516800,1977,3,2615,Latham
03-November-2016,463750,1995,3,2615,Macgregor
03-November-2016,438000,2005,3,2904,Gowrie
03-November-2016,422300,2005,3,2913,Ngunnawal
03-November-2016,366800,2005,3,2914,Amaroo
03-November-2016,353000,1942,1,2602,Lyneham
03-November-2016,764800,1991,3,2607,Isaacs
03-November-2016,724200,1939,4,2905,Gilmore
03-November-2016,257900,1910,1,2617,Bruce
03-November-2016,569600,1974,3,2611,Fisher
03-November-2016,1425900,2005,4,2612,Turner
03-November-2016,714700,1996,5,2913,Franklin
03-September-2016,1085900,2006,5,2611,Uriarra
03-September-2016,1074000,1966,3,2600,Capital Hill
03-September-2016,1035800,1996,4,2602,O'connor
03-September-2016,984800,1998,4,2602,Lyneham
03-September-2016,978300,1905,3,2612,Turner
03-September-2016,972400,1908,3,2605,Hughes
03-September-2016,875400,2000,3,2602,O'connor
03-September-2016,831100,1984,3,2602,Watson
03-September-2016,786100,2014,4,2902,Kambah
03-September-2016,778200,2000,4,2914,Bonner
03-September-2016,774900,1994,3,2602,Watson
03-September-2016,742300,1978,4,2611,Fisher
03-September-2016,736700,1990,3,2602,Ainslie
03-September-2016,762600,1918,4,2914,Bonner
03-September-2016,652500,1988,4,2913,Ngunnawal
03-September-2016,437800,2007,3,2914,Harrison
03-September-2016,430500,2008,3,2617,Belconnen
03-September-2016,517100,1989,3,2913,Ngunnawal
03-September-2016,694800,2006,4,2913,Ginninderra Village
03-September-2016,567800,1973,3,2614,Weetangera
03-September-2016,1076100,1913,3,2605,Curtin
03-September-2016,509300,1999,3,2615,Higgins
03-September-2016,580100,2003,4,2617,Belconnen
03-September-2016,654000,1979,4,2902,Kambah
03-September-2016,1174100,1905,3,2612,Reid
04-April-2016,526600,2003,4,2904,Fadden
04-April-2016,201200,1949,2,2607,Pearce
04-April-2016,427400,1977,3,2906,Banks
04-April-2016,405500,1978,3,2615,Holt
04-April-2016,395600,1983,3,2615,Higgins
04-April-2016,453200,1968,3,2905,Chisholm
04-April-2016,418800,1968,3,2900,Greenway
04-April-2016,458000,2000,3,2906,Banks
04-April-2016,485300,2004,4,2905,Richardson
04-April-2016,535000,1978,4,2904,Gowrie
04-April-2016,553800,1977,4,2906,Conder
04-April-2016,574500,1985,4,2900,Greenway
04-April-2016,595200,1925,4,2904,Fadden
04-April-2016,629900,1935,5,2906,Banks
04-April-2016,657100,1910,4,2914,Bonner
04-April-2016,894100,1963,5,2602,Ainslie
04-April-2016,872400,2003,4,2902,Kambah
04-April-2016,536800,1926,4,2904,Fadden
04-April-2016,684500,2001,4,2905,Calwell
04-April-2016,760800,1984,4,2607,Isaacs
04-April-2016,727500,2004,4,2914,Harrison
04-April-2016,740500,1976,4,2611,Weston
04-August-2016,457900,1954,3,2903,Wanniassa
04-August-2016,559400,1977,4,2905,Isabella Plains
04-August-2016,526100,1924,3,2617,Giralang
04-August-2016,538700,2001,3,2617,Bruce
04-August-2016,549400,1976,3,2905,Chisholm
04-August-2016,426700,1955,3,2905,Chisholm
04-August-2016,674000,1990,4,2904,Fadden
04-August-2016,370300,1900,2,2611,Chapman
04-December-2016,740700,1994,3,2607,Isaacs
04-February-2016,703000,1927,4,2914,Harrison
04-February-2016,583600,1950,3,2913,Ginninderra Village
04-February-2016,384300,1939,2,2607,Mawson
04-February-2016,449900,1969,3,2615,Latham
04-February-2016,446200,1985,3,2905,Gilmore
04-February-2016,495400,1957,3,2614,Macquarie
04-February-2016,522000,1955,4,2902,Kambah
04-February-2016,578300,1924,3,2903,Wanniassa
04-February-2016,582700,1994,3,2913,Palmerston
04-February-2016,481300,1969,3,2615,Kippax Centre
04-February-2016,635800,2004,4,2606,Swinger Hill
04-February-2016,658300,1992,3,2602,Ainslie
04-February-2016,671400,1996,4,2913,Ngunnawal
04-February-2016,751900,1987,4,2913,Nicholls
04-February-2016,813200,1990,4,2617,Bruce
04-February-2016,869000,1984,4,2611,Uriarra
04-February-2016,989900,2007,5,2605,Garran
04-July-2016,781000,1996,4,2913,Franklin
04-July-2016,665200,1961,4,2611,Uriarra Forest
04-July-2016,494100,1977,3,2905,Calwell
04-July-2016,616600,1927,4,2914,Forde
04-June-2016,840700,1984,4,2614,Scullin
04-June-2016,807800,1998,4,2911,Mitchell
04-June-2016,783300,1939,4,2914,Bonner
04-June-2016,741500,1990,3,2606,Swinger Hill
04-June-2016,679800,1910,4,2617,Bruce
04-June-2016,697700,2014,5,2905,Theodore
04-June-2016,595700,1977,3,2604,Narrabundah
04-June-2016,417700,1957,3,2611,Uriarra
04-June-2016,532500,1913,2,2605,Curtin
04-June-2016,537400,1973,3,2611,Fisher
04-June-2016,512400,1986,3,2913,Palmerston
04-June-2016,522400,1989,4,2615,Kippax
04-June-2016,502000,1988,3,2913,Palmerston
04-June-2016,487200,1957,3,2615,Flynn
04-June-2016,471300,1986,3,2913,Franklin
04-June-2016,906300,1939,4,2602,Hackett
04-June-2016,555900,1973,3,2614,Weetangera
04-June-2016,1031500,1990,4,2612,Campbell
04-March-2016,937400,1990,5,2911,Mitchell
04-March-2016,540800,1957,5,2615,Kippax Centre
04-March-2016,501100,1987,3,2905,Bonython
04-March-2016,432800,2003,3,2914,Forde
04-March-2016,293800,1954,2,2902,Kambah
04-March-2016,668900,2014,5,2906,Gordon
04-March-2016,672700,1925,4,2617,Evatt
04-March-2016,703800,2006,4,2913,Palmerston
04-March-2016,736400,1990,4,2913,Ngunnawal
04-March-2016,653200,2014,5,2615,Kippax Centre
04-March-2016,563500,1966,5,2611,Mount Stromlo
04-March-2016,1170600,1990,0,2612,Campbell
04-March-2016,1385400,1905,5,2612,Campbell
04-March-2016,651600,1978,0,2615,Macgregor
04-May-2016,910800,2003,4,2902,Kambah
04-May-2016,827100,2004,4,2913,Palmerston
04-May-2016,754400,2014,4,2914,Amaroo
04-May-2016,740800,1994,4,2602,O'connor
04-May-2016,737100,1980,5,2913,Nicholls
04-May-2016,631800,1906,4,2617,Giralang
04-May-2016,521300,2004,4,2904,Gowrie
04-May-2016,395200,2005,2,2617,Mckellar
04-May-2016,391800,1926,3,2913,Nicholls
04-November-2016,523600,1989,3,2913,Ngunnawal
04-November-2016,423600,1985,3,2914,Harrison
04-November-2016,452100,1926,3,2902,Kambah
04-November-2016,695100,1927,4,2914,Harrison
04-November-2016,521400,1991,4,2615,Higgins
04-November-2016,627300,1906,4,2914,Bonner
04-November-2016,648700,1922,4,2903,Erindale Centre
04-November-2016,679900,1977,4,2611,Stirling
04-November-2016,730700,1994,3,2602,Dickson
04-November-2016,1189400,1989,5,2913,Franklin
04-November-2016,488100,1977,3,2602,O'connor
04-October-2016,595500,1997,4,2905,Bonython
04-October-2016,929900,1953,3,2603,Red Hill
04-October-2016,394900,1985,3,2913,Ginninderra Village
04-October-2016,573200,1976,3,2607,Farrer
04-October-2016,594300,1990,4,2913,Franklin
04-October-2016,1458400,2006,5,2612,Turner
04-October-2016,759600,1994,3,2602,Ainslie
04-October-2016,623900,2014,4,2905,Gilmore
04-October-2016,814300,1974,3,2604,Causeway
04-October-2016,875000,1973,4,2614,Weetangera
04-September-2016,492600,1957,3,2614,Page
05-April-2016,525300,2003,4,2905,Gilmore
05-April-2016,598500,1926,4,2914,Bonner
05-April-2016,1325400,1998,4,2602,Downer
05-April-2016,222000,1930,2,2606,Chifley
05-April-2016,484500,1978,2,2607,Mawson
05-April-2016,440000,1991,3,2615,Fraser
05-April-2016,451900,1985,3,2912,Administrative
05-August-2016,652200,1948,4,2617,Mckellar
05-August-2016,1021000,1987,4,2602,Downer
05-August-2016,683300,1947,4,2914,Amaroo
05-August-2016,828800,1998,4,2606,O'malley
05-August-2016,610800,1988,4,2913,Franklin
05-August-2016,477200,1969,3,2614,Scullin
05-August-2016,1042900,1929,4,2914,Amaroo
05-August-2016,380100,1953,2,2913,Palmerston
05-August-2016,947100,2000,4,2602,Lyneham
05-December-2016,338000,1984,2,2615,Fraser
05-December-2016,394100,1905,3,2914,Bonner
05-December-2016,552400,1924,3,2904,Macarthur
05-December-2016,574800,1979,4,2903,Oxley
05-December-2016,632800,1998,4,2606,Swinger Hill
05-December-2016,875900,2007,5,2913,Palmerston
05-December-2016,1273000,1984,3,2602,Downer
05-February-2016,386900,1987,3,2906,Banks
05-February-2016,425700,1976,3,2615,Florey
05-February-2016,399400,1968,4,2615,Kippax Centre
05-February-2016,330900,1983,3,2905,Gilmore
05-February-2016,475200,1985,3,2615,Higgins
05-February-2016,706500,1994,3,2602,Watson
05-February-2016,558700,1988,3,2913,Nicholls
05-February-2016,574500,1927,4,2914,Bonner
05-February-2016,744500,1929,3,2612,Braddon
05-February-2016,517500,2007,3,2914,Harrison
05-January-2016,566100,1975,3,2902,Kambah
05-July-2016,506700,1975,3,2902,Kambah
05-July-2016,555500,1962,4,2611,Uriarra
05-July-2016,411700,1977,3,2905,Isabella Plains
05-July-2016,365600,1967,3,2615,Holt
05-July-2016,742600,1929,4,2914,Amaroo
05-July-2016,635800,1990,4,2615,Latham
05-July-2016,618600,1966,4,2615,Dunlop
05-March-2016,827700,1927,5,2605,Garran
05-March-2016,480300,1968,3,2615,Macgregor
05-March-2016,531100,1977,4,2615,Higgins
05-March-2016,538200,1978,3,2611,Brindabella
05-March-2016,573300,1959,2,2607,Isaacs
05-March-2016,608600,1930,3,2617,Evatt
05-March-2016,669500,1992,3,2607,Mawson
05-March-2016,685700,1966,4,2611,Chapman
05-March-2016,721200,1991,3,2606,Chifley
05-March-2016,2574800,1990,4,2603,Forrest
05-March-2016,754200,1988,4,2913,Ngunnawal
05-March-2016,748700,1907,5,2912,Administrative
05-March-2016,801800,1952,3,2603,Forrest
05-March-2016,986200,1977,3,2600,Duntroon
05-March-2016,715900,1989,4,2913,Ginninderra Village
05-May-2016,426100,1976,3,2615,Holt
05-May-2016,715800,1910,3,2605,Hughes
05-May-2016,837300,1919,5,2914,Forde
05-May-2016,734500,1994,4,2602,Downer
05-May-2016,580200,1919,3,2617,Giralang
05-May-2016,556300,1988,4,2913,Palmerston
05-May-2016,554800,1978,4,2615,Melba
05-May-2016,453100,1985,3,2913,Ginninderra Village
05-May-2016,423900,1972,3,2906,Gordon
05-May-2016,382400,1926,3,2902,Kambah
05-May-2016,1195300,1968,5,2913,Franklin
05-May-2016,392300,1979,3,2906,Gordon
05-November-2016,716600,1990,3,2602,Ainslie
05-November-2016,732100,2006,5,2615,Fraser
05-November-2016,727700,1977,3,2614,Hawker
05-November-2016,951500,1939,3,2602,Lyneham
05-November-2016,790200,1984,3,2602,Watson
05-November-2016,811500,1998,5,2607,Pearce
05-November-2016,831500,1977,3,2604,Kingston
05-November-2016,826900,2001,4,2905,Calwell
05-November-2016,1388100,1977,5,2614,Jamison Centre
05-November-2016,867900,1952,3,2600,Russell
05-November-2016,1499100,1999,4,2606,Phillip
05-November-2016,657100,1978,3,2611,Weston
05-November-2016,1312600,1999,4,2600,Harman
05-November-2016,999200,2002,4,2606,O'malley
05-November-2016,1251400,1926,4,2912,Administrative
05-November-2016,962500,1931,4,2612,Turner
05-November-2016,1107400,1965,3,2600,Barton
05-November-2016,1071600,1928,4,2605,Curtin
05-November-2016,1041300,1996,4,2606,Phillip
05-November-2016,655500,1910,4,2904,Gowrie
05-November-2016,625900,1906,4,2617,Mckellar
05-November-2016,619500,2014,4,2905,Richardson
05-November-2016,1042900,1996,4,2602,Downer
05-November-2016,555400,1977,4,2615,Higgins
05-November-2016,535300,1976,4,2614,Macquarie
05-November-2016,457000,1925,3,2902,Kambah
05-November-2016,975800,1987,4,2614,Cook
05-November-2016,1262800,2000,2,2612,Turner
05-November-2016,604500,2004,3,2615,Macgregor
05-November-2016,1805100,1991,3,2604,Causeway
05-November-2016,1671400,1962,4,2612,Reid
05-October-2016,622000,1906,4,2914,Amaroo
05-October-2016,572400,1990,4,2615,Higgins
05-October-2016,604600,1998,4,2615,Spence
05-October-2016,409100,1977,2,2615,Kippax Centre
05-October-2016,684600,1992,3,2602,Lyneham
05-October-2016,867300,2005,5,2602,Ainslie
05-October-2016,1007500,2001,3,2612,Turner
05-October-2016,1016800,2012,4,2911,Mitchell
05-October-2016,2600900,1989,4,2603,Forrest
05-October-2016,393200,1987,3,2615,Kippax Centre
05-October-2016,338600,1977,2,2615,Charnwood
05-October-2016,490000,1973,0,2904,Fadden
05-October-2016,488700,1957,3,2611,Weston
05-September-2016,1064900,1978,3,2604,Kingston
05-September-2016,910900,1990,5,2611,Stirling
05-September-2016,891400,2002,4,2902,Kambah
05-September-2016,678100,1973,3,2611,Rivett
05-September-2016,645200,1922,4,2617,Bruce
05-September-2016,569400,1977,4,2615,Kippax
05-September-2016,515600,1996,4,2913,Ginninderra Village
05-September-2016,474800,2010,4,2914,Bonner
05-September-2016,480600,1925,3,2902,Kambah
05-September-2016,439000,1989,3,2913,Nicholls
05-September-2016,396200,2005,3,2904,Monash
05-September-2016,966200,1968,5,2614,Cook
05-September-2016,593700,2014,5,2617,Evatt
06-April-2016,1181900,1988,4,2611,Fisher
06-April-2016,484000,1969,4,2615,Latham
06-April-2016,497300,1968,3,2607,Farrer
06-April-2016,523600,2004,3,2904,Gowrie
06-April-2016,540500,1954,3,2905,Isabella Plains
06-April-2016,571400,1973,3,2611,Uriarra
06-April-2016,643500,1928,4,2914,Forde
06-April-2016,318400,1943,2,2615,Flynn
06-April-2016,664000,1974,3,2611,Uriarra
06-April-2016,669100,1990,3,2602,Hackett
06-April-2016,697500,1986,4,2615,Fraser
06-April-2016,717600,1966,4,2611,Pierces Creek
06-April-2016,754700,1994,3,2607,Farrer
06-April-2016,850900,1996,5,2913,Ginninderra Village
06-April-2016,1012500,2001,4,2906,Banks
06-April-2016,652100,1992,3,2602,Downer
06-April-2016,445900,2007,3,2914,Forde
06-April-2016,602100,1993,4,2905,Gilmore
06-August-2016,550500,1969,4,2615,Holt
06-August-2016,542200,1973,3,2611,Mount Stromlo
06-August-2016,576500,1991,4,2905,Theodore
06-August-2016,687800,1906,3,2605,Hughes
06-August-2016,784100,1998,4,2607,Pearce
06-August-2016,841000,2001,3,2602,Hackett
06-August-2016,854500,1974,3,2611,Mount Stromlo
06-August-2016,908300,1996,4,2602,Dickson
06-August-2016,937000,1964,4,2902,Kambah
06-August-2016,390500,2005,3,2913,Franklin
06-August-2016,661500,2014,4,2905,Theodore
06-August-2016,1044700,2001,4,2902,Kambah
06-August-2016,512700,1991,4,2615,Charnwood
06-August-2016,1122600,1990,4,2602,Downer
06-August-2016,1066200,1979,3,2604,Narrabundah
06-August-2016,524500,2007,3,2617,Kaleen
06-December-2016,678300,1915,4,2904,Fadden
06-December-2016,673800,1930,4,2913,Ginninderra Village
06-December-2016,731700,2006,4,2913,Nicholls
06-December-2016,775000,2014,5,2913,Palmerston
06-December-2016,802700,1998,4,2602,O'connor
06-December-2016,596600,1965,3,2611,Weston Creek
06-December-2016,475100,1926,3,2903,Oxley
06-December-2016,639100,1977,4,2906,Conder
06-December-2016,300600,1943,2,2615,Kippax Centre
06-February-2016,669700,1998,4,2606,O'malley
06-February-2016,673400,1990,3,2607,Pearce
06-February-2016,658100,1986,4,2913,Ginninderra Village
06-February-2016,600300,1968,5,2615,Latham
06-February-2016,616900,1974,3,2611,Uriarra
06-February-2016,608600,1969,4,2615,Kippax
06-February-2016,542500,1967,3,2614,Weetangera
06-February-2016,708400,1926,5,2903,Erindale Centre
06-February-2016,705700,1991,3,2607,Mawson
06-February-2016,734100,1926,4,2605,Curtin
06-February-2016,660700,1992,3,2602,Dickson
06-February-2016,452100,1992,3,2913,Palmerston
06-February-2016,683200,1990,4,2617,Bruce
06-February-2016,343700,1967,3,2615,Spence
06-February-2016,429900,1957,3,2614,Hawker
06-July-2016,642200,2004,4,2913,Palmerston
06-July-2016,436400,1926,2,2617,Lawson
06-July-2016,463800,2003,3,2902,Kambah
06-July-2016,421200,1986,3,2913,Ginninderra Village
06-July-2016,756700,1998,4,2615,Dunlop
06-July-2016,719900,1939,4,2914,Bonner
06-July-2016,624300,1962,4,2903,Wanniassa
