datesold,price,building_year,bedrooms,postcode,area
07-April-2018,1405500,1980,5,2914,Harrison
07-April-2018,767700,1995,3,2614,Page
07-June-2018,683850,1910,4,2617,Kaleen
07-June-2018,714700,1976,4,2611,Duffy
07-June-2018,655300,2006,5,2905,Richardson
07-June-2018,597200,1994,3,2913,Franklin
07-June-2018,407500,1969,3,2905,Chisholm
07-June-2018,523300,1977,3,2615,Melba
07-June-2018,523200,1990,3,2906,Conder
07-June-2018,690400,1925,3,2612,Reid
07-June-2018,573100,2014,3,2914,Bonner
07-June-2018,808700,1973,4,2906,Gordon
07-June-2018,839000,1986,4,2617,Bruce
07-June-2018,119500,1915,2,2609,Pialligo
07-June-2018,893700,1987,4,2913,Ngunnawal
07-June-2018,931400,1987,4,2602,Watson
07-June-2018,1501400,1998,4,2602,Dickson
07-June-2018,809700,1994,4,2607,Mawson
07-June-2018,710200,1976,4,2611,Holder
07-May-2018,826700,1990,3,2602,Lyneham
07-May-2018,1087800,1983,5,2602,Lyneham
07-May-2018,1045800,1969,3,2602,O'connor
07-May-2018,524400,1988,3,2913,Ginninderra Village
07-May-2018,585900,1996,4,2905,Chisholm
07-May-2018,698300,1947,3,2607,Mawson
07-May-2018,760000,1955,4,2913,Nicholls
07-May-2018,942200,1984,3,2602,Dickson
08-April-2018,704300,1992,3,2606,O'malley
08-June-2018,458100,1941,2,2903,Wanniassa
08-June-2018,440200,1994,3,2905,Calwell
08-June-2018,446100,1941,2,2913,Ginninderra Village
08-June-2018,518600,1925,3,2902,Kambah
08-June-2018,581900,1926,3,2903,Oxley
08-June-2018,537700,1922,3,2902,Kambah
08-June-2018,1244600,1988,4,2614,Aranda
08-June-2018,1444300,1927,4,2612,Campbell
08-June-2018,737200,1949,4,2904,Monash
08-June-2018,779100,1959,4,2904,Gowrie
08-June-2018,580800,1975,4,2906,Gordon
08-May-2018,888200,1911,4,2605,Curtin
08-May-2018,765700,1910,5,2914,Amaroo
08-May-2018,721200,1977,4,2615,Flynn
08-May-2018,606400,2004,3,2906,Banks
08-May-2018,601788,1996,3,2913,Ngunnawal
08-May-2018,600300,1979,3,2615,Fraser
08-May-2018,597900,1907,3,2904,Gowrie
08-May-2018,436300,1969,3,2615,Macgregor
08-May-2018,561600,1972,3,2611,Uriarra
08-May-2018,427300,1969,3,2906,Banks
08-May-2018,421300,1976,3,2905,Richardson
09-April-2018,1143100,2014,5,2607,Mawson
09-April-2018,1001800,2001,4,2607,Pearce
09-April-2018,869400,2014,4,2905,Bonython
09-April-2018,608100,2003,3,2913,Palmerston
09-April-2018,596600,1991,4,2615,Fraser
09-April-2018,586700,1973,3,2611,Uriarra
09-April-2018,504200,1977,3,2906,Gordon
09-April-2018,1263400,1938,4,2605,Curtin
09-June-2018,1355700,2004,4,2607,Isaacs
09-June-2018,841600,1987,4,2614,Weetangera
09-June-2018,749400,1959,3,2604,Causeway
09-June-2018,754400,1994,3,2607,Isaacs
09-June-2018,611500,1976,3,2911,Mitchell
09-June-2018,636600,1954,3,2902,Kambah
09-May-2018,609900,1979,4,2615,Higgins
09-May-2018,1560800,1998,4,2602,O'connor
09-May-2018,1354700,2004,4,2602,Dickson
09-May-2018,856900,1932,4,2914,Forde
09-May-2018,780200,1979,5,2611,Uriarra
09-May-2018,729400,2007,4,2914,Harrison
09-May-2018,632200,1973,4,2615,Macgregor
09-May-2018,276600,1909,2,2606,Swinger Hill
09-May-2018,451100,1969,3,2906,Banks
09-May-2018,557300,1977,3,2615,Holt
09-May-2018,613100,1959,3,2611,Brindabella
10-April-2018,595300,1996,4,2905,Richardson
10-April-2018,449500,1918,3,2902,Kambah
10-April-2018,935900,1939,3,2604,Causeway
10-April-2018,554200,1991,3,2905,Theodore
10-May-2018,1872200,1940,4,2612,Campbell
10-May-2018,558700,1988,3,2913,Nicholls
10-May-2018,588600,1975,4,2615,Spence
10-May-2018,583700,1925,3,2914,Forde
10-May-2018,598100,1985,4,2611,Duffy
10-May-2018,613900,1960,4,2903,Erindale Centre
10-May-2018,636700,1990,4,2913,Franklin
10-May-2018,628700,1958,4,2906,Banks
10-May-2018,702900,1989,4,2614,Weetangera
10-May-2018,728700,1966,4,2614,Cook
10-May-2018,807100,1999,4,2617,Mckellar
10-May-2018,520500,1969,3,2615,Higgins
10-May-2018,551200,2001,3,2617,Lawson
11-April-2018,658200,2014,5,2905,Richardson
11-April-2018,1697900,1927,4,2612,Campbell
11-April-2018,1384300,2006,5,2913,Palmerston
11-April-2018,924100,1977,5,2614,Scullin
11-April-2018,744500,1994,3,2602,Hackett
11-April-2018,700100,1977,4,2615,Charnwood
11-April-2018,704500,1992,3,2602,Lyneham
11-April-2018,663100,1924,3,2617,Evatt
11-April-2018,524600,1991,3,2906,Conder
11-April-2018,457400,1976,2,2602,Ainslie
11-April-2018,448600,1978,3,2906,Banks
11-May-2018,601700,1996,4,2905,Gilmore
11-May-2018,598700,1926,3,2903,Wanniassa
11-May-2018,1384600,1998,4,2602,Watson
11-May-2018,1292300,1996,4,2600,Parliament House
11-May-2018,937700,1969,4,2607,Mawson
11-May-2018,795700,1993,4,2911,Crace
11-May-2018,564900,1977,3,2615,Latham
11-May-2018,882700,1973,4,2611,Uriarra
11-May-2018,858300,2002,4,2913,Ngunnawal
11-May-2018,603300,2006,4,2905,Theodore
11-May-2018,642300,2004,3,2902,Kambah
11-May-2018,926300,2014,5,2902,Kambah
11-May-2018,561300,1990,3,2905,Bonython
11-May-2018,764300,1978,5,2611,Waramanga
11-May-2018,530300,1968,3,2615,Florey
11-May-2018,466600,1976,3,2615,Dunlop
11-May-2018,405300,1903,3,2914,Forde
11-May-2018,381600,1984,1,2602,Hackett
11-May-2018,663400,2003,4,2914,Bonner
11-May-2018,551900,1991,3,2615,Flynn
12-April-2018,722900,1966,4,2611,Rivett
12-April-2018,752400,2014,4,2906,Banks
12-April-2018,786400,1954,3,2611,Uriarra Forest
12-April-2018,788000,1954,4,2914,Bonner
12-April-2018,824700,1996,4,2913,Ginninderra Village
12-April-2018,832300,1978,4,2615,Melba
12-April-2018,971300,1984,3,2604,Narrabundah
12-April-2018,696300,1910,4,2617,Bruce
12-April-2018,594600,2014,3,2914,Bonner
12-April-2018,620200,1994,3,2913,Ginninderra Village
12-April-2018,496800,1993,3,2913,Franklin
12-April-2018,502100,1977,3,2615,Dunlop
12-April-2018,542000,1990,3,2906,Conder
12-April-2018,582100,1967,3,2911,Crace
12-April-2018,613400,1959,3,2617,Belconnen
12-June-2018,537100,2014,3,2904,Macarthur
12-June-2018,639400,1966,5,2903,Wanniassa
12-June-2018,487100,1969,3,2906,Conder
12-June-2018,519300,1978,3,2615,Spence
12-June-2018,1225700,1998,5,2913,Palmerston
12-June-2018,950000,1998,5,2602,O'connor
12-June-2018,763900,1939,4,2611,Uriarra
12-June-2018,713500,1992,3,2602,Ainslie
12-June-2018,382800,1942,2,2902,Kambah
12-May-2018,1090000,1905,4,2612,Turner
12-May-2018,1647500,1927,4,2612,Turner
12-May-2018,1496800,2005,4,2612,Campbell
12-May-2018,1404200,1998,4,2600,Hmas Harman
12-May-2018,977800,2004,4,2602,Lyneham
12-May-2018,717800,2014,4,2615,Flynn
12-May-2018,851600,1972,5,2614,Macquarie
12-May-2018,801900,1994,3,2602,Dickson
12-May-2018,664900,1992,3,2607,Torrens
12-May-2018,588500,1996,4,2905,Theodore
12-May-2018,594000,1919,3,2904,Monash
12-May-2018,591200,1957,2,2614,Macquarie
12-May-2018,587300,1977,3,2611,Holder
12-May-2018,851300,1977,4,2611,Pierces Creek
12-May-2018,550200,1926,3,2617,Evatt
13-April-2018,645500,2003,3,2913,Ngunnawal
13-April-2018,547500,1990,3,2905,Bonython
13-April-2018,1529400,1976,3,2603,Red Hill
13-April-2018,441000,1992,3,2913,Franklin
13-April-2018,444600,2005,2,2914,Amaroo
13-April-2018,649000,1996,3,2611,Mount Stromlo
13-April-2018,668700,1994,4,2913,Ginninderra Village
13-April-2018,704100,1994,3,2607,Mawson
13-April-2018,744300,2006,5,2905,Gilmore
13-April-2018,764400,1907,4,2914,Amaroo
13-April-2018,879600,2001,4,2914,Amaroo
13-April-2018,960000,2000,4,2607,Pearce
13-April-2018,1062700,2003,4,2606,Woden
13-April-2018,1346700,1999,4,2600,Russell
13-June-2018,658800,1978,3,2611,Weston
13-June-2018,713600,2007,4,2914,Bonner
13-June-2018,887800,1987,4,2913,Ngunnawal
13-June-2018,564000,1968,3,2611,Brindabella
13-June-2018,458300,1999,3,2615,Dunlop
13-June-2018,489800,1991,3,2905,Calwell
13-May-2018,826200,1905,3,2612,Campbell
14-April-2018,591700,1975,4,2615,Macgregor
14-April-2018,620600,1979,4,2615,Melba
14-April-2018,690000,1960,2,2604,Narrabundah
14-April-2018,715000,1977,4,2602,Dickson
14-April-2018,726800,1928,4,2904,Fadden
14-April-2018,774600,1983,3,2614,Jamison Centre
14-April-2018,771800,1996,4,2913,Ngunnawal
14-April-2018,784900,1972,5,2611,Weston Creek
14-April-2018,806200,1988,3,2617,Bruce
14-April-2018,538900,2014,3,2617,Evatt
14-April-2018,841200,1984,4,2602,O'connor
14-April-2018,981300,2001,4,2911,Mitchell
14-April-2018,1037300,1987,4,2614,Weetangera
14-April-2018,1058700,2008,5,2617,Belconnen Dc
14-April-2018,1208600,1977,4,2604,Causeway
14-April-2018,1265100,2007,3,2603,Forrest
14-April-2018,1410300,1998,4,2614,Page
14-April-2018,1583500,1994,3,2600,Parkes
14-April-2018,2732600,1990,4,2603,Griffith
14-April-2018,2965200,2008,5,2603,Forrest
14-June-2018,441800,1967,3,2906,Conder
14-June-2018,848100,1913,4,2912,Administrative
14-June-2018,858900,1990,4,2617,Lawson
14-June-2018,789700,2006,5,2906,Conder
14-June-2018,753700,1996,4,2904,Gowrie
14-June-2018,762500,1978,3,2906,Banks
14-June-2018,675500,1922,4,2904,Fadden
14-June-2018,611000,1997,4,2905,Chisholm
14-June-2018,526300,1990,3,2905,Richardson
14-June-2018,551300,1940,3,2902,Kambah
14-June-2018,517100,1991,3,2906,Banks
14-June-2018,513200,1968,3,2905,Theodore
14-June-2018,490600,1985,3,2913,Nicholls
14-June-2018,877000,1910,4,2914,Harrison
14-May-2018,791700,1996,4,2914,Amaroo
14-May-2018,536200,1990,3,2905,Chisholm
14-May-2018,857500,1998,4,2602,Dickson
14-May-2018,447700,1977,3,2906,Banks
14-May-2018,355000,2005,2,2611,Uriarra
14-May-2018,448900,1977,3,2906,Conder
15-June-2018,1113600,2001,5,2905,Theodore
15-June-2018,1514800,1996,4,2600,Parliament House
15-June-2018,753700,1910,4,2914,Harrison
15-June-2018,605200,1980,3,2905,Chisholm
15-June-2018,534700,1977,3,2905,Theodore
15-June-2018,507000,1977,3,2905,Calwell
15-June-2018,489800,1969,3,2615,Higgins
15-June-2018,340400,1971,3,2906,Conder
15-June-2018,843800,1963,5,2617,Mckellar
15-June-2018,779400,1946,4,2914,Forde
15-May-2018,682300,2014,4,2906,Conder
15-May-2018,649900,1922,3,2617,Evatt
15-May-2018,623500,1973,4,2615,Charnwood
15-May-2018,618300,1999,4,2913,Franklin
15-May-2018,560900,1973,3,2902,Kambah
15-May-2018,548100,1978,3,2615,Florey
15-May-2018,622700,1995,3,2905,Bonython
15-May-2018,494100,1927,3,2902,Kambah
15-May-2018,878100,1987,4,2913,Ngunnawal
15-May-2018,729400,1977,4,2615,Kippax
15-May-2018,543200,1991,3,2913,Nicholls
15-May-2018,656100,1922,4,2904,Gowrie
16-April-2018,1205400,1959,4,2617,Bruce
16-April-2018,480000,1992,3,2913,Ngunnawal
16-April-2018,528300,1976,3,2905,Richardson
16-April-2018,545600,1990,3,2905,Gilmore
16-April-2018,565139,1978,3,2903,Erindale Centre
16-April-2018,709100,2014,4,2913,Ngunnawal
16-April-2018,718700,2007,4,2914,Forde
16-April-2018,719300,2003,3,2602,Lyneham
16-April-2018,796000,1974,3,2604,Narrabundah
16-June-2018,411500,1976,2,2614,Page
16-June-2018,1192300,1987,3,2600,Harman
16-June-2018,688500,2014,4,2615,Kippax
16-June-2018,600700,1977,3,2614,Cook
16-June-2018,625600,1973,4,2615,Charnwood
16-June-2018,768700,1978,3,2614,Page
16-June-2018,803900,2014,4,2914,Forde
16-June-2018,912900,1973,4,2611,Fisher
16-June-2018,2710600,1990,4,2600,Canberra
16-June-2018,1181000,1974,3,2602,Watson
16-May-2018,1835900,2014,5,2605,Garran
16-May-2018,668700,1989,4,2617,Lawson
16-May-2018,631800,1931,3,2617,Belconnen
16-May-2018,540500,1969,3,2615,Latham
16-May-2018,779300,1954,3,2611,Mount Stromlo
16-May-2018,531000,1973,3,2614,Cook
16-May-2018,458300,1977,3,2615,Spence
16-May-2018,687800,1987,3,2611,Mount Stromlo
16-May-2018,1132200,1996,4,2602,Ainslie
17-April-2018,876500,1929,3,2605,Curtin
17-April-2018,919000,1939,4,2913,Nicholls
17-April-2018,426800,1909,2,2913,Nicholls
17-April-2018,484200,1969,3,2905,Richardson
17-April-2018,520200,1977,3,2615,Florey
17-April-2018,606200,1993,3,2905,Calwell
17-April-2018,642300,1996,3,2913,Franklin
17-April-2018,759500,1929,5,2912,Administrative
17-April-2018,752300,1974,4,2905,Chisholm
17-May-2018,504800,1977,3,2906,Gordon
17-May-2018,646000,2014,5,2905,Calwell
17-May-2018,1263500,1913,3,2605,Garran
17-May-2018,1024400,1969,3,2612,Turner
17-May-2018,1006300,1996,4,2607,Torrens
17-May-2018,945200,1984,3,2602,Watson
17-May-2018,711300,2004,4,2913,Ngunnawal
17-May-2018,409200,1977,3,2615,Higgins
18-April-2018,491100,1910,3,2914,Forde
18-April-2018,1303700,1977,4,2604,Narrabundah
18-April-2018,442100,1905,2,2614,Aranda
18-April-2018,560300,1976,4,2607,Torrens
18-April-2018,558100,1976,3,2611,Mount Stromlo
18-April-2018,563700,1973,3,2614,Cook
18-April-2018,629400,2014,5,2615,Holt
18-April-2018,998100,2014,4,2605,Curtin
18-April-2018,550600,1969,3,2905,Chisholm
18-April-2018,1134500,2014,5,2614,Aranda
18-April-2018,505800,1968,3,2905,Isabella Plains
18-June-2018,1704200,2001,5,2602,Dickson
18-June-2018,754500,1948,4,2904,Monash
18-June-2018,738500,1910,4,2914,Bonner
18-June-2018,708300,1912,4,2914,Bonner
18-June-2018,645400,1922,4,2904,Gowrie
18-June-2018,735400,2007,4,2905,Isabella Plains
18-June-2018,613100,1988,4,2913,Franklin
18-June-2018,531000,1968,3,2906,Gordon
18-June-2018,441000,1977,3,2906,Conder
18-May-2018,640000,1990,4,2611,Brindabella
18-May-2018,1763000,1998,4,2602,Downer
18-May-2018,915700,1996,5,2617,Evatt
18-May-2018,410400,1969,3,2906,Gordon
18-May-2018,746200,2014,5,2906,Banks
18-May-2018,480300,1967,3,2615,Florey
18-May-2018,487300,1961,4,2611,Waramanga
18-May-2018,510900,1984,3,2913,Ngunnawal
18-May-2018,539000,1944,3,2904,Gowrie
18-May-2018,538500,1969,3,2615,Florey
18-May-2018,673100,2007,5,2906,Banks
18-May-2018,702400,1940,4,2914,Bonner
18-May-2018,599700,1927,4,2904,Macarthur
18-May-2018,667000,2003,3,2914,Forde
19-April-2018,472100,2007,3,2914,Forde
19-April-2018,692100,1907,4,2914,Bonner
19-April-2018,626500,2003,3,2913,Nicholls
19-April-2018,647600,1996,3,2611,Holder
19-April-2018,696700,1994,4,2617,Belconnen Dc
19-April-2018,607400,1979,4,2906,Banks
19-April-2018,745300,1935,4,2615,Macgregor
19-April-2018,1100000,1992,3,2604,Kingston
19-April-2018,865500,1909,4,2914,Amaroo
19-June-2018,983400,1964,4,2611,Uriarra
19-June-2018,485450,2007,3,2914,Bonner
19-June-2018,683100,1954,4,2903,Oxley
19-June-2018,695000,1977,4,2615,Charnwood
19-June-2018,840700,1910,4,2914,Harrison
19-May-2018,879400,2014,5,2903,Oxley
19-May-2018,847600,1967,5,2614,Cook
19-May-2018,827100,1976,4,2614,Jamison Centre
19-May-2018,797300,1913,4,2914,Amaroo
19-May-2018,882500,1922,3,2605,Hughes
19-May-2018,798500,1974,3,2604,Kingston
19-May-2018,450600,1996,3,2913,Palmerston
19-May-2018,718400,1994,3,2614,Scullin
19-May-2018,637000,1940,3,2617,Belconnen
19-May-2018,547800,1980,3,2614,Jamison Centre
19-May-2018,522700,1955,3,2615,Latham
19-May-2018,927400,1969,3,2602,Hackett
19-May-2018,446200,1995,3,2615,Florey
19-May-2018,1053900,1987,4,2614,Page
19-May-2018,754100,1994,4,2607,Pearce
19-May-2018,1001200,2007,5,2913,Nicholls
19-May-2018,1333900,1953,3,2903,Wanniassa
19-May-2018,790500,1948,4,2617,Giralang
19-May-2018,1377300,1927,4,2605,Curtin
19-May-2018,1419600,1996,4,2607,Isaacs
19-May-2018,1546600,1908,4,2603,Griffith
19-May-2018,1670400,1999,4,2604,Narrabundah
20-April-2018,975300,1984,3,2604,Kingston
20-April-2018,781400,1954,4,2914,Harrison
20-April-2018,772400,1994,3,2607,Pearce
20-April-2018,2113100,2014,4,2605,Curtin
20-April-2018,560100,1976,3,2611,Chapman
20-April-2018,489700,1990,3,2905,Chisholm
20-April-2018,311800,1947,2,2606,Woden
20-April-2018,584100,1988,4,2904,Gowrie
20-June-2018,813000,1977,4,2617,Belconnen Dc
20-June-2018,435000,1918,3,2902,Kambah
20-June-2018,546500,1978,3,2615,Macgregor
20-June-2018,574300,1979,3,2906,Banks
20-June-2018,625700,1996,3,2913,Ginninderra Village
20-June-2018,623100,2007,3,2914,Harrison
20-June-2018,659800,1925,5,2904,Fadden
20-June-2018,650600,1978,3,2611,Rivett
20-June-2018,681700,1992,3,2602,Hackett
20-June-2018,701900,2004,4,2913,Ngunnawal
20-June-2018,779400,1954,4,2914,Forde
20-June-2018,878600,1910,4,2914,Harrison
20-June-2018,647600,1910,4,2914,Bonner
21-April-2018,503700,1977,3,2615,Macgregor
21-April-2018,608900,1988,3,2904,Monash
21-April-2018,724200,1992,3,2607,Pearce
21-April-2018,756100,1994,3,2606,Woden
21-April-2018,786500,1994,3,2602,O'connor
21-April-2018,833000,1960,4,2614,Jamison Centre
21-April-2018,978700,2001,4,2602,Hackett
21-April-2018,773100,1994,3,2611,Fisher
21-June-2018,538700,1991,3,2615,Spence
21-June-2018,541200,1968,3,2615,Florey
21-June-2018,489300,1977,3,2615,Melba
21-June-2018,687750,2004,4,2913,Franklin
21-June-2018,740500,1980,4,2914,Bonner
21-June-2018,749100,2014,4,2906,Gordon
21-June-2018,641900,1968,3,2611,Fisher
21-May-2018,576200,1989,4,2905,Gilmore
21-May-2018,636200,1952,3,2902,Kambah
21-May-2018,758800,1999,4,2914,Harrison
21-May-2018,1186200,1977,3,2600,Harman
22-June-2018,492700,1980,3,2905,Richardson
22-June-2018,517800,2008,3,2914,Forde
22-June-2018,506900,1991,3,2906,Gordon
22-June-2018,564900,1978,3,2615,Flynn
22-June-2018,607400,1926,3,2902,Kambah
22-June-2018,663400,1922,4,2904,Monash
22-June-2018,808600,1979,4,2914,Amaroo
22-June-2018,1041100,1977,5,2913,Franklin
22-June-2018,780850,2006,5,2615,Kippax Centre
22-May-2018,598100,1973,3,2614,Aranda
22-May-2018,587000,1993,3,2905,Theodore
22-May-2018,668700,1974,3,2614,Weetangera
22-May-2018,693000,1989,4,2617,Belconnen
22-May-2018,700700,2004,3,2913,Ginninderra Village
22-May-2018,769800,2014,5,2903,Wanniassa
22-May-2018,562700,1990,4,2913,Nicholls
22-May-2018,458200,1977,3,2906,Gordon
22-May-2018,1116800,1990,4,2602,Hackett
22-May-2018,1494200,1998,5,2602,Ainslie
